Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2024-02-22,5.85,5.85,5.85,5.85
2024-02-23,5.85,5.85,5.85,5.85
2024-02-26,5.86,5.86,5.86,5.86
2024-02-27,5.86,5.86,5.86,5.86
2024-02-28,5.85,5.85,5.85,5.85
2024-02-29,5.86,5.86,5.86,5.86
2024-03-01,5.85,5.85,5.85,5.85
2024-03-04,5.85,5.85,5.85,5.85
2024-03-05,5.85,5.85,5.85,5.85
2024-03-06,5.86,5.86,5.86,5.86
2024-03-07,5.85,5.85,5.85,5.85
2024-03-08,5.86,5.86,5.86,5.86
2024-03-11,5.86,5.86,5.86,5.86
2024-03-12,5.85,5.85,5.85,5.85
2024-03-13,5.86,5.86,5.86,5.86
2024-03-14,5.86,5.86,5.86,5.86
2024-03-15,5.85,5.85,5.85,5.85
2024-03-18,5.86,5.86,5.86,5.86
2024-03-19,5.86,5.86,5.86,5.86
2024-03-20,5.86,5.86,5.86,5.86
2024-03-21,5.86,5.86,5.86,5.86
2024-03-22,5.86,5.86,5.86,5.86
2024-03-25,5.86,5.86,5.86,5.86
2024-03-26,5.86,5.86,5.86,5.86
2024-03-27,5.85,5.85,5.85,5.85
2024-03-28,5.87,5.87,5.87,5.87
2024-03-29,5.88,5.88,5.88,5.88
2024-04-02,5.86,5.86,5.86,5.86
2024-04-03,5.88,5.88,5.88,5.88
2024-04-04,5.86,5.86,5.86,5.86
2024-04-05,5.86,5.86,5.86,5.86
2024-04-08,5.86,5.86,5.86,5.86
2024-04-09,5.87,5.87,5.87,5.87
2024-04-10,5.87,5.87,5.87,5.87
2024-04-11,5.86,5.86,5.86,5.86
2024-04-12,5.86,5.86,5.86,5.86
2024-04-15,5.86,5.86,5.86,5.86
2024-04-16,5.87,5.87,5.87,5.87
2024-04-17,5.86,5.86,5.86,5.86
2024-04-18,5.86,5.86,5.86,5.86
2024-04-19,5.86,5.86,5.86,5.86
2024-04-22,5.86,5.86,5.86,5.86
2024-04-23,5.87,5.87,5.87,5.87
2024-04-24,5.86,5.86,5.86,5.86
2024-04-25,5.86,5.86,5.86,5.86
2024-04-26,5.87,5.87,5.87,5.87
2024-04-29,5.87,5.87,5.87,5.87
2024-04-30,5.86,5.86,5.86,5.86
2024-05-02,5.86,5.86,5.86,5.86
2024-05-06,5.86,5.86,5.86,5.86
2024-05-07,5.86,5.86,5.86,5.86
2024-05-08,5.86,5.86,5.86,5.86
2024-05-09,5.86,5.86,5.86,5.86
2024-05-10,5.86,5.86,5.86,5.86
2024-05-13,5.85,5.85,5.85,5.85
2024-05-14,5.86,5.86,5.86,5.86
2024-05-15,5.85,5.85,5.85,5.85
2024-05-16,5.85,5.85,5.85,5.85
2024-05-17,5.85,5.85,5.85,5.85
2024-05-20,5.85,5.85,5.85,5.85
2024-05-21,5.85,5.85,5.85,5.85
2024-05-22,5.86,5.86,5.86,5.86
2024-05-23,5.85,5.85,5.85,5.85
2024-05-24,5.85,5.85,5.85,5.85
2024-05-27,5.85,5.85,5.85,5.85
2024-05-28,5.85,5.85,5.85,5.85
2024-05-29,5.86,5.86,5.86,5.86
2024-05-31,5.85,5.85,5.85,5.85
2024-06-03,5.85,5.85,5.85,5.85
2024-06-04,5.85,5.85,5.85,5.85
2024-06-05,5.86,5.86,5.86,5.86
2024-06-06,5.85,5.85,5.85,5.85
2024-06-07,5.85,5.85,5.85,5.85
2024-06-10,5.85,5.85,5.85,5.85
2024-06-11,5.85,5.85,5.85,5.85
2024-06-12,5.85,5.85,5.85,5.85
2024-06-13,5.85,5.85,5.85,5.85
2024-06-14,5.85,5.85,5.85,5.85
2024-06-17,5.85,5.85,5.85,5.85
2024-06-18,5.86,5.86,5.86,5.86
2024-06-19,5.85,5.85,5.85,5.85
2024-06-20,5.85,5.85,5.85,5.85
2024-06-21,5.85,5.85,5.85,5.85
2024-06-24,5.85,5.85,5.85,5.85
2024-06-25,5.85,5.85,5.85,5.85
2024-06-26,5.85,5.85,5.85,5.85
2024-06-27,5.85,5.85,5.85,5.85
2024-06-28,5.85,5.85,5.85,5.85
2024-07-01,5.85,5.85,5.85,5.85
2024-07-02,5.85,5.85,5.85,5.85
2024-07-03,5.85,5.85,5.85,5.85
2024-07-04,5.86,5.86,5.86,5.86
2024-07-05,5.85,5.85,5.85,5.85
2024-07-08,5.85,5.85,5.85,5.85
2024-07-09,5.86,5.86,5.86,5.86
2024-07-10,5.86,5.86,5.86,5.86
2024-07-11,5.86,5.86,5.86,5.86
2024-07-12,5.86,5.86,5.86,5.86
2024-07-15,5.86,5.86,5.86,5.86
2024-07-16,5.86,5.86,5.86,5.86
2024-07-17,5.87,5.87,5.87,5.87
2024-07-18,5.86,5.86,5.86,5.86
2024-07-19,5.86,5.86,5.86,5.86
2024-07-22,5.86,5.86,5.86,5.86
2024-07-23,5.86,5.86,5.86,5.86
2024-07-24,5.86,5.86,5.86,5.86
2024-07-25,5.86,5.86,5.86,5.86
2024-07-26,5.86,5.86,5.86,5.86
2024-07-29,5.86,5.86,5.86,5.86
2024-07-30,5.86,5.86,5.86,5.86
2024-07-31,5.86,5.86,5.86,5.86
2024-08-01,5.85,5.85,5.85,5.85
2024-08-02,5.85,5.85,5.85,5.85
2024-08-05,5.85,5.85,5.85,5.85
2024-08-06,5.85,5.85,5.85,5.85
2024-08-07,5.85,5.85,5.85,5.85
2024-08-08,5.85,5.85,5.85,5.85
2024-08-09,5.86,5.86,5.86,5.86
2024-08-12,5.86,5.86,5.86,5.86
2024-08-13,5.86,5.86,5.86,5.86
2024-08-14,5.86,5.86,5.86,5.86
2024-08-16,5.86,5.86,5.86,5.86
2024-08-19,5.85,5.85,5.85,5.85
2024-08-20,5.86,5.86,5.86,5.86
2024-08-21,5.85,5.85,5.85,5.85
2024-08-22,5.85,5.85,5.85,5.85
2024-08-23,5.85,5.85,5.85,5.85
2024-08-26,5.85,5.85,5.85,5.85
2024-08-27,5.85,5.85,5.85,5.85
2024-08-28,5.85,5.85,5.85,5.85
2024-08-29,5.85,5.85,5.85,5.85
2024-08-30,5.85,5.85,5.85,5.85
2024-09-02,5.85,5.85,5.85,5.85
2024-09-03,5.87,5.87,5.87,5.87
2024-09-04,5.86,5.86,5.86,5.86
2024-09-05,5.85,5.85,5.85,5.85
2024-09-06,5.86,5.86,5.86,5.86
2024-09-09,5.86,5.86,5.86,5.86
2024-09-10,5.85,5.85,5.85,5.85
2024-09-11,5.85,5.85,5.85,5.85
2024-09-12,5.85,5.85,5.85,5.85
2024-09-13,5.85,5.85,5.85,5.85
2024-09-16,5.87,5.87,5.87,5.87
2024-09-17,5.85,5.85,5.85,5.85
2024-09-18,5.86,5.86,5.86,5.86
2024-09-19,5.85,5.85,5.85,5.85
2024-09-20,5.85,5.85,5.85,5.85
2024-09-23,5.85,5.85,5.85,5.85
2024-09-24,5.85,5.85,5.85,5.85
2024-09-25,5.86,5.86,5.86,5.86
2024-09-26,5.85,5.85,5.85,5.85
2024-09-27,5.85,5.85,5.85,5.85
2024-09-30,5.85,5.85,5.85,5.85
2024-10-01,5.84,5.84,5.84,5.84
2024-10-02,5.86,5.86,5.86,5.86
2024-10-03,5.85,5.85,5.85,5.85
2024-10-04,5.85,5.85,5.85,5.85
2024-10-07,5.85,5.85,5.85,5.85
2024-10-08,5.85,5.85,5.85,5.85
2024-10-09,5.86,5.86,5.86,5.86
2024-10-10,5.85,5.85,5.85,5.85
2024-10-11,5.87,5.87,5.87,5.87
2024-10-14,5.86,5.86,5.86,5.86
2024-10-15,5.85,5.85,5.85,5.85
2024-10-16,5.86,5.86,5.86,5.86
2024-10-17,5.85,5.85,5.85,5.85
2024-10-18,5.85,5.85,5.85,5.85
2024-10-21,5.85,5.85,5.85,5.85
2024-10-22,5.85,5.85,5.85,5.85
2024-10-23,5.85,5.85,5.85,5.85
2024-10-24,5.85,5.85,5.85,5.85
2024-10-25,5.85,5.85,5.85,5.85
2024-10-28,5.86,5.86,5.86,5.86
2024-10-29,5.85,5.85,5.85,5.85
2024-10-30,5.85,5.85,5.85,5.85
2024-10-31,5.85,5.85,5.85,5.85
2024-11-04,5.82,5.82,5.82,5.82
2024-11-05,5.84,5.84,5.84,5.84
2024-11-06,5.84,5.84,5.84,5.84
2024-11-07,5.83,5.83,5.83,5.83
2024-11-08,5.84,5.84,5.84,5.84
2024-11-12,5.85,5.85,5.85,5.85
2024-11-13,5.85,5.85,5.85,5.85
2024-11-14,5.85,5.85,5.85,5.85
2024-11-15,5.85,5.85,5.85,5.85
2024-11-18,5.85,5.85,5.85,5.85
2024-11-19,5.85,5.85,5.85,5.85
2024-11-20,5.85,5.85,5.85,5.85
2024-11-21,5.85,5.85,5.85,5.85
2024-11-22,5.85,5.85,5.85,5.85
2024-11-25,5.85,5.85,5.85,5.85
2024-11-26,5.85,5.85,5.85,5.85
2024-11-27,5.85,5.85,5.85,5.85
2024-11-28,5.85,5.85,5.85,5.85
2024-11-29,5.85,5.85,5.85,5.85
2024-12-02,5.85,5.85,5.85,5.85
2024-12-03,5.86,5.86,5.86,5.86
2024-12-04,5.85,5.85,5.85,5.85
2024-12-05,5.85,5.85,5.85,5.85
2024-12-06,5.87,5.87,5.87,5.87
2024-12-09,5.85,5.85,5.85,5.85
2024-12-10,5.86,5.86,5.86,5.86
2024-12-11,5.85,5.85,5.85,5.85
2024-12-12,5.85,5.85,5.85,5.85
2024-12-13,5.86,5.86,5.86,5.86
2024-12-16,5.85,5.85,5.85,5.85
2024-12-17,5.86,5.86,5.86,5.86
2024-12-18,5.85,5.85,5.85,5.85
2024-12-19,5.85,5.85,5.85,5.85
2024-12-20,5.85,5.85,5.85,5.85
2024-12-23,5.85,5.85,5.85,5.85
2024-12-24,5.85,5.85,5.85,5.85
2024-12-27,5.85,5.85,5.85,5.85
2024-12-30,5.85,5.85,5.85,5.85
2024-12-31,5.84,5.84,5.84,5.84
2025-01-02,5.82,5.82,5.82,5.82
2025-01-03,5.84,5.84,5.84,5.84
2025-01-07,5.84,5.84,5.84,5.84
2025-01-08,5.81,5.81,5.81,5.81
2025-01-09,5.8,5.8,5.8,5.8
2025-01-10,5.83,5.83,5.83,5.83
2025-01-13,5.84,5.84,5.84,5.84
2025-01-14,5.84,5.84,5.84,5.84
2025-01-15,5.84,5.84,5.84,5.84
2025-01-16,5.85,5.85,5.85,5.85
2025-01-17,5.85,5.85,5.85,5.85
2025-01-20,5.85,5.85,5.85,5.85
2025-01-21,5.86,5.86,5.86,5.86
2025-01-22,5.86,5.86,5.86,5.86
2025-01-23,5.86,5.86,5.86,5.86
2025-01-24,5.88,5.88,5.88,5.88
2025-01-27,5.86,5.86,5.86,5.86
2025-01-28,5.86,5.86,5.86,5.86
2025-01-29,5.86,5.86,5.86,5.86
2025-01-30,5.86,5.86,5.86,5.86
2025-01-31,5.86,5.86,5.86,5.86
2025-02-03,5.85,5.85,5.85,5.85
2025-02-04,5.86,5.86,5.86,5.86
2025-02-05,5.84,5.84,5.84,5.84
2025-02-06,5.85,5.85,5.85,5.85
2025-02-07,5.86,5.86,5.86,5.86
2025-02-10,5.86,5.86,5.86,5.86
2025-02-11,5.87,5.87,5.87,5.87
2025-02-12,5.87,5.87,5.87,5.87
2025-02-13,5.87,5.87,5.87,5.87
2025-02-14,5.87,5.87,5.87,5.87
2025-02-17,5.87,5.87,5.87,5.87
2025-02-18,5.87,5.87,5.87,5.87
2025-02-19,5.87,5.87,5.87,5.87
2025-02-20,5.87,5.87,5.87,5.87
2025-02-21,5.87,5.87,5.87,5.87
2025-02-24,5.91,5.91,5.91,5.91
2025-02-25,5.88,5.88,5.88,5.88
2025-02-26,5.87,5.87,5.87,5.87
2025-02-27,5.86,5.86,5.86,5.86
2025-02-28,5.86,5.86,5.86,5.86
2025-03-03,5.86,5.86,5.86,5.86
2025-03-04,5.86,5.86,5.86,5.86
2025-03-05,5.86,5.86,5.86,5.86
2025-03-06,5.85,5.85,5.85,5.85
2025-03-07,5.85,5.85,5.85,5.85
2025-03-10,5.85,5.85,5.85,5.85
2025-03-11,5.84,5.84,5.84,5.84
2025-03-12,5.85,5.85,5.85,5.85
2025-03-13,5.85,5.85,5.85,5.85
2025-03-14,5.86,5.86,5.86,5.86
2025-03-17,5.85,5.85,5.85,5.85
2025-03-18,5.86,5.86,5.86,5.86
2025-03-19,5.86,5.86,5.86,5.86
2025-03-20,5.86,5.86,5.86,5.86
2025-03-21,5.85,5.85,5.85,5.85
2025-03-24,5.85,5.85,5.85,5.85
2025-03-25,5.87,5.87,5.87,5.87
2025-03-26,5.86,5.86,5.86,5.86
2025-03-27,5.86,5.86,5.86,5.86
2025-03-28,5.86,5.86,5.86,5.86
2025-03-31,5.84,5.84,5.84,5.84
2025-04-01,5.85,5.85,5.85,5.85
2025-04-02,5.85,5.85,5.85,5.85
2025-04-03,5.85,5.85,5.85,5.85
2025-04-04,5.69,5.69,5.69,5.69
2025-04-07,5.68,5.68,5.68,5.68
2025-04-08,5.61,5.61,5.61,5.61
2025-04-09,5.63,5.63,5.63,5.63
2025-04-10,5.59,5.59,5.59,5.59
2025-04-11,5.58,5.58,5.58,5.58
2025-04-14,5.61,5.61,5.61,5.61
2025-04-15,5.53,5.53,5.53,5.53
2025-04-16,5.54,5.54,5.54,5.54
2025-04-17,5.54,5.54,5.54,5.54
2025-04-18,5.49,5.49,5.49,5.49
2025-04-22,5.48,5.48,5.48,5.48
2025-04-23,5.47,5.47,5.47,5.47
2025-04-24,5.45,5.45,5.45,5.45
2025-04-25,5.42,5.42,5.42,5.42
2025-04-28,5.48,5.48,5.48,5.48
2025-04-29,5.4,5.4,5.4,5.4
2025-04-30,5.41,5.41,5.41,5.41
2025-05-02,5.36,5.36,5.36,5.36
2025-05-05,5.36,5.36,5.36,5.36
2025-05-06,5.35,5.35,5.35,5.35
2025-05-07,5.33,5.33,5.33,5.33
2025-05-08,5.29,5.29,5.29,5.29
2025-05-09,5.19,5.19,5.19,5.19
2025-05-12,5.25,5.25,5.25,5.25
2025-05-13,5.25,5.25,5.25,5.25
2025-05-14,5.24,5.24,5.24,5.24
2025-05-15,5.25,5.25,5.25,5.25
2025-05-16,5.25,5.25,5.25,5.25
2025-05-19,5.22,5.22,5.22,5.22
2025-05-20,5.25,5.25,5.25,5.25
2025-05-21,5.23,5.23,5.23,5.23
2025-05-22,5.23,5.23,5.23,5.23
2025-05-23,5.22,5.22,5.22,5.22
2025-05-26,5.22,5.22,5.22,5.22
2025-05-27,5.23,5.23,5.23,5.23
2025-05-28,5.23,5.23,5.23,5.23
2025-05-29,5.21,5.21,5.21,5.21
2025-05-30,5.22,5.22,5.22,5.22
2025-06-02,5.19,5.19,5.19,5.19
2025-06-03,5.2,5.2,5.2,5.2
2025-06-04,5.21,5.21,5.21,5.21
2025-06-05,5.2,5.2,5.2,5.2
2025-06-06,5.21,5.21,5.21,5.21
2025-06-09,5.2,5.2,5.2,5.2
2025-06-10,5.21,5.21,5.21,5.21
2025-06-11,5.22,5.22,5.22,5.22
2025-06-12,5.21,5.21,5.21,5.21
2025-06-13,5.22,5.22,5.22,5.22
2025-06-16,5.23,5.23,5.23,5.23
2025-06-17,5.22,5.22,5.22,5.22
2025-06-18,5.23,5.23,5.23,5.23
2025-06-20,5.22,5.22,5.22,5.22
2025-06-23,5.21,5.21,5.21,5.21
2025-06-24,5.22,5.22,5.22,5.22
2025-06-25,5.24,5.24,5.24,5.24
2025-06-26,5.22,5.22,5.22,5.22
2025-06-27,5.24,5.24,5.24,5.24
2025-06-30,5.23,5.23,5.23,5.23
2025-07-01,5.24,5.24,5.24,5.24
2025-07-02,5.23,5.23,5.23,5.23
2025-07-03,5.09,5.09,5.09,5.09
2025-07-04,5.07,5.07,5.07,5.07
2025-07-07,5.05,5.05,5.05,5.05
2025-07-08,5.04,5.04,5.04,5.04
2025-07-09,5.04,5.04,5.04,5.04
2025-07-10,5.03,5.03,5.03,5.03
2025-07-11,5.03,5.03,5.03,5.03
2025-07-14,5.01,5.01,5.01,5.01
2025-07-15,5.01,5.01,5.01,5.01
2025-07-16,4.96,4.96,4.96,4.96
2025-07-17,5,5,5,5
2025-07-18,4.99,4.99,4.99,4.99
2025-07-21,4.99,4.99,4.99,4.99
2025-07-22,4.96,4.96,4.96,4.96
2025-07-23,4.96,4.96,4.96,4.96
2025-07-24,4.97,4.97,4.97,4.97
2025-07-25,4.96,4.96,4.96,4.96
2025-07-28,4.95,4.95,4.95,4.95
2025-07-29,4.95,4.95,4.95,4.95
2025-07-30,4.94,4.94,4.94,4.94
2025-07-31,4.93,4.93,4.93,4.93
2025-08-01,4.93,4.93,4.93,4.93
2025-08-04,4.93,4.93,4.93,4.93
2025-08-05,4.94,4.94,4.94,4.94
2025-08-06,4.93,4.93,4.93,4.93
2025-08-07,4.92,4.92,4.92,4.92
2025-08-08,4.91,4.91,4.91,4.91
2025-08-11,4.9,4.9,4.9,4.9
2025-08-12,4.89,4.89,4.89,4.89
2025-08-13,4.88,4.88,4.88,4.88
2025-08-14,4.88,4.88,4.88,4.88
2025-08-18,4.88,4.88,4.88,4.88
2025-08-19,4.88,4.88,4.88,4.88
2025-08-20,4.87,4.87,4.87,4.87
2025-08-21,4.85,4.85,4.85,4.85
2025-08-22,4.85,4.85,4.85,4.85
2025-08-25,4.84,4.84,4.84,4.84
2025-08-26,4.84,4.84,4.84,4.84
2025-08-27,4.83,4.83,4.83,4.83
2025-08-28,4.81,4.81,4.81,4.81
2025-08-29,4.82,4.82,4.82,4.82
2025-09-01,4.82,4.82,4.82,4.82
2025-09-02,4.81,4.81,4.81,4.81
2025-09-03,4.79,4.79,4.79,4.79
2025-09-04,4.77,4.77,4.77,4.77
2025-09-05,4.75,4.75,4.75,4.75
2025-09-08,4.75,4.75,4.75,4.75
2025-09-09,4.75,4.75,4.75,4.75
2025-09-10,4.74,4.74,4.74,4.74
